company_id,name,industry,description,year_founded,employees,state,city,area,revenue,expenses,profit,growth
503,Reelingrebel,Human Resources,"Provides temporary staffing and direct placement services to the light industrial, clerical and professional services sector.",2013,938,IN,Columbus,"Columbus, IN","$7,334,119","$2,224,268","$5,109,851",331%
504,Cometscasting,Health,"Provides a data warehouse platform that integrates data from hospital source transaction systems into source data marts to help its client hospitals save money and make sense of financial, operational and patient experience data in transactional system silos across their organization.",2014,134,UT,Salt Lake City,Salt Lake City,"$5,041,969","$3,293,814","$1,748,155",255%
505,Peamuddy,Insurance,"Specializes in providing health insurance, education and outreach to seniors.",2011,25,TN,Brentwood,Nashville,"$7,933,685","$4,925,005","$3,008,680",200%
506,Proteincosines,Health,"Provides integrated healthcare information technology services to organizations including surgery centers, medical practices and hospitals.",2011,19,NJ,Rutherford,New York City,"$8,304,318","$6,770,283","$1,534,035",368%
507,Gleanworn,IT Services,A technology company that offers simple tech services to solve complicated technological problems businesses may encounter.,2012,9,MI,Sterling Heights,Detroit,"$10,861,214","$9,046,498","$1,814,716",433%
508,Thinkableexecute,Consumer Products & Services,Provides bulk book purchasing power to enterprise customers.,2009,8,CA,Irvine,Los Angeles,"$8,826,668","$3,659,846","$5,166,822",326%
509,Centerbarriers,Manufacturing,"Provides sorting, inspecting and quality assurance services to manufacturers of parts and components in the automotive, medical device and recreational vehicle industries. It helps suppliers and OEMs identify the root cause of quality problems, minimize defects and reduce costs associated with quality issues.",2009,1299,IN,Fishers,"Indianapolis, IN","$6,603,581","$2,365,704","$4,237,878",348%
510,Girollesjones,Energy,Provides comprehensive oil field drilling and production services to oil & gas companies throughout the United States.,2011,362,CO,Denver,Denver,"$7,716,841","$2,603,879","$5,112,961",231%
511,Chadhelpful,IT Services,"Provides enterprise performance management, business analytics and information management. Services include business planning, data integration and technology infrastructure.",2011,62,MA,Boston,Boston,"$5,462,149","$3,738,581","$1,723,568",295%
512,Weedycavus,Government Services,"Offers expertise in IT services such as cyber security, software and database development and IT operations and maintenance.",2011,150,MD,Rockville,"Washington, DC","$8,587,453","$5,405,470","$3,181,983",439%
513,Reliablepaver,IT Services,"Provides enterprise consulting, cloud platform migration, custom application development and change management services and managed services. It is a Google Premier Enterprise Reseller and Microsoft National Systems Integrator with Gold Competency.",2011,91,CA,North Hollywood,Los Angeles,"$16,810,051","$3,354,029","$13,456,022",536%
514,Kittensteller,Logistics & Transportation,"A freight brokerage, truckload, and less-than-truckload logistics provider.",2011,8,IN,Indianapolis,"Indianapolis, IN","$12,398,856","$5,853,833","$6,545,023",422%
515,Initialbricklayer,Food & Beverage,"Manufactures and markets a line of cut fruit under True Fruit label and distributes it to more than 6,000 grocery and convenience stores in the U.S. and Canada.",2010,8,CA,Orinda,San Francisco,"$8,583,182","$5,503,515","$3,079,667",349%
516,Circlechop,Software,"Designs and develops interactive technology products and services. Products include a grid-based music sequencing software and services include interactive museum displays, touch-screen programs for stores and mobile interactive programs.",2010,14,CA,San Francisco,San Francisco,"$10,067,070","$5,929,828","$4,137,243",456%
517,Itemswazzed,IT Services,"Provides a wide range of IT services, including product engineering, migration, process outsourcing, consulting, cloud computing, business intelligence, staffing, and mobile development.",2004,13,MN,Edina,Minneapolis,"$8,893,688","$1,417,656","$7,476,032",368%
518,Sparrowchorizo,IT Services,"Delivers database managed services, including database administration, staffing and emergency support to nearly 300 mid-sized to Fortune 100 businesses.",2011,425,CO,Broomfield,Denver,"$8,163,038","$3,439,228","$4,723,810",480%
519,Forcepdark,Human Resources,"Provides executive search and contract staffing services in the private, public and health care sectors.",2013,43,GA,Atlanta,Atlanta,"$7,159,824","$5,768,331","$1,391,493",508%
520,Corylisten,Engineering,"A consultant in environmental services, energy and climate change services, IT and intelligence for major utilities, heavy industries, private sector and government agencies. Redhorse integrates information and technology with analysis and behavior to improve decision making, optimize operations, reduce ris, and help customers achieve their performance goals.",2010,82,CA,San Diego,San Diego,"$8,625,292","$7,718,966","$906,326",373%
521,Pumpkinmothers,Health,"A consulting and professional services corporation providing services in public health science, bioinformatics and health IT.",2011,101,GA,Atlanta,Atlanta,"$9,837,182","$4,500,700","$5,336,482",312%
522,Matcapillary,Software,Provides Netsuite integration connectors to solve end-to-end business processes that span multiple applications. It offers a mix of pre-built SmartConnectors and custom integrations for over 900 customers.,2011,64,CA,Redwood City,San Francisco,"$10,056,895","$5,293,164","$4,763,731",343%
523,Presslute,Construction,"Designs, installs, and maintains commercial and residential solar and electrical systems.",2011,37,CA,El Cajon,San Diego,"$10,618,249","$4,669,810","$5,948,439",407%
524,Infieldercub,Advertising & Marketing,"Builds user-centered digital interactions like mobile apps, multi-screen optimized websites and enterprise scale e-commerce for its clients.",2010,21,OR,Portland,"Portland, OR","$7,599,716","$1,356,438","$6,243,278",330%
525,Clapperstrict,Energy,Distributes energy efficient medium- and high-voltage equipment to major utilities in the Detroit area to help commercial and residential customers decrease energy consumption.,2013,26,MI,Detroit,Detroit,"$12,998,017","$6,201,381","$6,796,635",434%
526,Latvianemployment,Computer Hardware,"Designs, manufactures and distributes public terminal systems and digital signage products to Fortune 100 companies and various US government branches. Its kiosk configurations are used in more than 35 industries including health care, hospitality and security.",2014,27,AZ,Scottsdale,Phoenix,"$7,914,059","$1,729,823","$6,184,235",344%
527,Isstreets,Advertising & Marketing,"Provides search and digital marketing services including PPC, SEO, social media marketing, comparison shopping and feed management, display advertising and multichannel attribution management services.",2010,193,VA,Charlottesville,"Charlottesville, VA","$8,125,954","$2,355,700","$5,770,254",458%
528,Wealthabounding,Retail,"Designs and sells durable linen and leather handbags, as well as coordinating scarves, beach towels and jewelry.",2012,28,SC,Hilton Head Island,"Hilton Head Island-Beaufort, SC","$5,463,765","$2,191,140","$3,272,625",402%
529,Cleavagesling,Software,A software development and implementation firm that resells and implements ERP software for the manufacturing and distribution industries.,2012,19,OH,Boardman,"Youngstown-Warren-Boardman, OH-PA","$12,902,156","$1,267,422","$11,634,734",373%
530,Laboredshocked,IT Services,"Provides tailored technology services to organizations in the areas of technology support, cloud computing, data backup and recovery, network security, server virtualization, VoIP phones, website design, and project management.",2008,23,OR,Medford,"Medford, OR","$12,010,460","$1,876,606","$10,133,854",233%
531,Appaloosasmiling,IT Services,"Offers technological services to an array of international clients in the areas of engineering, IT, outsourcing, strategic planning, cyber security and government services.",2010,75,NC,Charlotte,Charlotte,"$10,744,688","$4,750,543","$5,994,145",598%
532,Wimpleddrift,Business Products & Services,"Provides court reporting, legal videography, ESI processing, Web-based document depositories and trial presentation and consulting services in Nevada and Arizona.",2012,115,NV,Las Vegas,"Las Vegas-Paradise, NV","$8,836,312","$4,138,632","$4,697,680",769%
533,Clasticmach,Retail,An online retail company focused on technology and software services to drive efficiency.,2014,28,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT","$10,501,869","$968,518","$9,533,351",448%
534,Moldsare,Advertising & Marketing,"A boutique agency specializing in online and TV media buying for clients in music, fashion and film.",2013,13,CA,Culver City,Los Angeles,"$8,527,366","$5,442,957","$3,084,409",435%
535,Expandcostgullible,IT Services,"Provides IT and enterprise software consulting services, using SAP and Oracle products including ERP, mobility and business intelligence applications.",2012,25,VA,Chantilly,"Washington, DC","$9,164,883","$7,237,383","$1,927,499",210%
536,Hypergalaxypegasus,Construction,"Provides landscaping maintenance to commercial properties, major landscaping installations and snow removal services.",2009,103,UT,Centerville,"Ogden-Clearfield, UT","$9,127,759","$2,005,195","$7,122,563",392%
537,Snashacceptor,Telecommunications,"Manufactures fiber optic equipment specializing in quality, cost-effective, OEM-compatible optical transceivers.",2012,39,NY,Latham,"Albany-Schenectady-Troy, NY","$8,328,300","$5,775,684","$2,552,616",462%
538,Famousknucklehead,Human Resources,"A business management service that offers employee benefits, an internal gym and a travel service among other services to ensure business' employees feel valued.",2010,45,CA,San Diego,San Diego,"$9,996,205","$5,010,013","$4,986,192",438%
539,Collarbonebad,Advertising & Marketing,"A design, print and mailing company that specializes in creating industry-specific marketing programs centered around a consistent weekly marketing message.",2012,33,PA,Mohnton,"Reading, PA","$9,426,850","$3,974,950","$5,451,900",298%
540,Cateredsweep,Human Resources,"A professional staffing and consulting firm that provides staff augmentation, contractors and direct hire placements for positions in IT, project management and change management.",2012,7,MN,Plymouth,Minneapolis,"$9,867,522","$3,545,234","$6,322,288",316%
541,Rageenvious,IT Services,Provides information technology engineering and management services to help solve customer problems through technology.,2009,25,MD,Savage,Baltimore,"$7,501,734","$3,330,829","$4,170,905",455%
542,Rowsitem,Energy,"Designs and delivers energy optimization services for electric, gas and water utility companies as well as residential, institutional and industrial organizations.",2014,1184,TX,Austin,Austin,"$7,323,171","$4,126,472","$3,196,699",493%
543,Falterfeline,Energy,"A professional consulting firm delivering EPCM services, field service products and pipeline services to the energy industry",2013,611,TX,Houston,Houston,"$8,221,812","$4,104,331","$4,117,482",447%
544,Rinkmusic,Health,A health and wellness company in the household and personal care space creating products exclusively for babies. Its home cleaning and child care products are made of ingredients that create a baby-safe world for them to be able to openly explore.,2013,37,NY,Westbury,New York City,"$11,533,498","$7,331,421","$4,202,077",430%
545,Positiveneptunium,Human Resources,"Provides strategic HR and employee benefits communications, including marketing communication strategy, custom websites and print campaigns.",2010,24,CA,San Francisco,San Francisco,"$7,708,852","$6,223,234","$1,485,618",277%
546,Scoreboardchaos,Retail,"A chain of classic and used video game stores that offers more than 10,000 games, systems and accessories per store for old game machines such as Atari 2600, Intellivision and NES.",2013,43,TX,Austin,Austin,"$8,595,812","$7,065,343","$1,530,468",372%
547,Stimulusbison,Telecommunications,"A telecommunications provider delivering objective technical consulting on wide area networking, Internet and local/long distance voice needs.",2012,16,NV,Reno,"Reno-Sparks, NV","$7,646,748","$4,620,773","$3,025,975",406%
548,Landmarksbutters,Business Products & Services,"A warehousing, distribution and inventory management company that includes private label products, business analytics services and new product development.",2010,92,SC,Lake Wylie,Charlotte,"$8,330,996","$4,086,523","$4,244,473",486%
549,Picklescrudivore,Health,"A psychiatric hospital system exclusively focused on eating disorders, providing the full spectrum of treatment services to adults, adolescents, children and their families.",2010,539,CO,Denver,Denver,"$9,295,571","$563,500","$8,732,071",329%
550,Pausehydrocarbon,Financial Services,"Operates 27 pawn and jewelry shops throughout central Florida, south Florida and Puerto Rico. La Familia's stores offer pawn loans and access to banking services such as bill pay, Western Union transactions and pre-paid debit cards.",2012,239,FL,Maitland,"Orlando, FL","$6,759,409","$2,250,022","$4,509,387",345%
551,Neodymiumscandalous,IT Services,Offers IT staffing and consulting and software development and customization.,2011,99,NJ,Edison,New York City,"$8,022,421","$4,248,247","$3,774,174",330%
552,Februaryvanadium,IT Services,"A technology consulting firm that provides cyber security, data visualization and program management for federal agencies and commercial clients in many industries, including financial services, healthcare and utilities.",2010,116,MA,Rockland,,"$7,775,650","$5,531,004","$2,244,646",305%
553,Holdelongation,Real Estate,"A professional landlord service that helps property owners and investors rent and manage their residential real estate. It offers services for landlords including rent protection, property protection and eviction protection.",2011,130,MN,Minnetonka,Minneapolis,"$10,885,081","$4,794,984","$6,090,097",404%
554,Avogadroethanoate,Health,Provides comprehensive corporate fitness and wellness programs to more than 4.5 million employees nationwide.,2010,143,RI,Coventry,"Providence-New Bedford-Fall River, RI-MA","$10,926,954","$4,191,046","$6,735,908",351%
555,Assuredcarbon,Financial Services,Provides practice management and marketing tools for financial advisors nationwide.,2010,23,FL,Summerfield,"Ocala, FL","$9,401,138","$6,368,407","$3,032,731",474%
556,Indignantant,Business Products & Services,"Provides comprehensive audio-visual services to businesses. Services include consulting, integrated systems and maintenance.",2011,14,NY,Hicksville,New York City,"$8,744,404","$2,803,618","$5,940,786",383%
557,Annoyhog,Health,"An interactive health supplement retailer that distributes natural supplements through a secure and friendly interactive online shopping environment, offering daily free shipping on more than 45,000 products. Its staff works with a board of healthcare advisors, naturopaths and chiropractors to keep up to date with customers' needs and healthcare industry trends.",2009,90,FL,Medley,Miami,"$12,729,198","$5,494,847","$7,234,351",337%
558,Dingalingflee,Retail,An e-commerce retailer that shows online video demonstrations of the home goods and electronics that it ships from its warehouse.,2011,44,IL,Tinley Park,Chicago,"$10,896,887","$6,187,326","$4,709,561",127%
559,Sawbeloved,Consumer Products & Services,A sport and social club that produces over 600 coed adult sports leagues in the US and abroad annually.,2013,7,CA,San Diego,San Diego,"$8,609,334","$3,173,019","$5,436,315",437%
560,Equalityshape,Health,Offers patient-centered and technology-focused funding and asset management for hospitals and medical providers. Its goal is to provide continuity of care for under-insured accident victims.,2006,27,CO,Denver,Denver,"$6,324,593","$7,220,455","-$895,862",495%
561,Kestrelpumpion,Financial Services,"A mortgage lender with retail, wholesale and correspondent business channels.",2011,1387,CA,Santa Ana,Los Angeles,"$7,023,857","$6,453,820","$570,037",351%
562,Mathassertive,IT Services,"Provides IT infrastructure engineering and support services to commercial customers, the federal government and the Department of Defense, including call center deployment and operations, virtual desktop infrastructure and IT logistics.",2007,102,VA,Chantilly,"Washington, DC","$5,804,178","$3,549,635","$2,254,543",407%
563,Annoyingsmack,Advertising & Marketing,A full-service marketing and public relations firm specializing in media relations for technology companies ranging in size from startups to enterprise-level.,2013,43,IL,Chicago,Chicago,"$11,835,820","$3,315,406","$8,520,414",446%
564,Cockamamieergot,Real Estate,Uses team support and technology to sell residential real estate in the Midwest.,2010,10,KS,Overland Park,"Kansas City, MO-KS","$7,914,631","$6,333,865","$1,580,766",304%
565,Wightmuon,Retail,An online grass distributor that operates each of its divisions locally in order to ensure top quality product and delivery services.,2013,13,TX,San Antonio,"San Antonio, TX","$6,773,124","$7,957,743","-$1,184,619",552%
566,Optimismexterior,Construction,An open shop painting company providing painting contracting services to both the commercial and residential markets.,2009,28,IL,Bellwood,Chicago,"$8,427,020","$4,316,632","$4,110,388",490%
567,Exteriorknowing,Business Products & Services,"A consulting and training company specializing in digital marketing and Google Analytics as well as SEO. It features a hybrid business model that combines consulting, training and resale of software as a service.",2010,18,PA,Pittsburgh,"Pittsburgh, PA","$5,331,296","$3,770,865","$1,560,431",281%
568,Sireunit,Advertising & Marketing,A full-service engagement agency that specializes in creating marketing opportunities that specifically target consumers using various mediums.,2008,40,NJ,Edgewater,New York City,"$9,827,577","$4,747,817","$5,079,760",363%
569,Shovelerablaze,Construction,"Specializes in assessing and repairing storm damage to roofs, siding and gutters caused by wind and hail.",1999,150,IL,Downers Grove,Chicago,"$6,014,864","$3,570,801","$2,444,063",378%
570,Taskspuzzled,Human Resources,"Develops and licenses staffing software and Web-based portal services that facilitate communication between recruiters, staffing agencies, employers and job candidates.",2008,84,MN,Eagan,Minneapolis,"$9,867,551","$2,605,135","$7,262,416",432%
571,Posseratty,Retail,"Sells professional audio equipment for bands, Djs and churches created by the company.",2014,13,TN,Memphis,"Memphis, TN-MS-AR","$9,361,118","$1,450,080","$7,911,037",427%
572,Houryounger,Insurance,Buys unwanted life insurance policies and typically pays five to eight times more than the surrender value offered by the insurance company. GWG filed for an IPO in April 2014.,2009,32,MN,Minneapolis,Minneapolis,"$5,356,147","$5,239,406","$116,741",312%
573,Freezehouses,IT Services,"A veteran-owned IT provider with expertise in information operations, cybersecurity and logistics support services for combat systems and intelligence or surveillance operations.",2011,175,SC,Mount Pleasant,"Charleston-North Charleston, SC","$8,062,368","$4,786,821","$3,275,546",341%
574,Damedash,Construction,"Manufactures and markets wide-plank wood floors that offer the look, feel and longevity of old-world European surfaces.",2012,48,CA,San Diego,San Diego,"$5,215,835","$5,877,333","-$661,498",561%
575,Valvespoon,Consumer Products & Services,"A membership-based scrapbooking center that sells scrapbooking and card-making kits, features the work of craft designers and provides online support and encouragement for scrapbook and crafts enthusiasts.",2013,45,KY,Bowling Green,"Bowling Green, KY","$7,290,681","$4,411,425","$2,879,256",436%
576,Weepingwhisky,Financial Services,"Works closely with clients to discover, design and implement customized wealth plans to meet individual goals. Krilogy currently has $300 million in fee-based assets under advisement.",2012,28,MO,St. Louis,"St. Louis, MO-IL","$9,779,555","$4,950,689","$4,828,866",302%
577,Gianttempting,IT Services,Provides IT services to mid-market and Fortune 500 companies focused on PeopleSoft/Oracle and systems application and products.,2001,6,GA,Woodstock,Atlanta,"$7,713,148","$6,486,427","$1,226,721",282%
578,Vacuolesonerous,Consumer Products & Services,"Manufactures, distributes and sells all-natural dog treats and chews through its own e-commerce sites and through other retailers.",2012,87,VA,Henrico,"Richmond, VA","$7,747,378","$5,198,669","$2,548,708",358%
579,Winepizz,Business Products & Services,"Provides global staffing and consulting, business process outsourcing, supply chain optimization, and human capital management services.",2010,39,CA,Walnut Creek,San Francisco,"$7,712,287","$5,307,274","$2,405,013",283%
580,Representpoppysmic,Consumer Products & Services,An e-tailer that makes and sells promotional items online.,2011,11,CA,Rancho Cordova,"Sacramento--Arden-Arcade--Roseville, CA","$7,143,212","$2,901,233","$4,241,980",429%
581,Christiecountry,Advertising & Marketing,"A full-service Internet marketing company offering expertise in SEO, Web design and inbound marketing services.",2010,52,PA,Harrisburg,"Harrisburg-Carlisle, PA","$6,810,094","$3,876,644","$2,933,450",449%
582,Frillyshaving,IT Services,"Provides IT Services and consulting support to federal, civilian and defense agencies.",2010,100,VA,Reston,"Washington, DC","$8,860,540","$2,442,826","$6,417,715",439%
583,Clawasked,IT Services,"An IT consultancy that offers training, staffing, development and support with networking, applications and hardware.",2012,270,NJ,Iselin,New York City,"$10,883,703","$5,267,075","$5,616,628",336%
584,Formulasbreathless,Media,Offers digital media publications specializing in B2B marketing.,2011,32,NJ,Hasbrouck Heights,New York City,"$10,683,527","$5,310,234","$5,373,293",411%
585,Crystringed,Retail,"Takes apart new TVs damaged during manufacturer-to-retailer shipping, sells the usable parts to technicians and consumers for repairs and recycles most of the remaining materials.",2014,90,MN,Burnsville,Minneapolis,"$10,245,078","$3,649,280","$6,595,799",421%
586,Exactmunch,Software,"Builds SaaS applications that make it easy for companies with complex retail networks, such as those in the automotive and energy sectors, to pinpoint issues, determine how to improve them and evaluate their progress.",2009,26,TX,Austin,Austin,"$4,723,332","$6,956,849","-$2,233,516",372%
587,Fatsodean,Telecommunications,"Offers VoIP, DS3 and telephone systems services.",2001,27,CA,long beach,Los Angeles,"$8,462,731","$5,835,514","$2,627,217",449%
588,Scarygout,Consumer Products & Services,"Creates unique drinkware such as mugs, tumblers and kids' bottles.",2012,18,GA,Atlanta,Atlanta,"$7,819,708","$5,553,767","$2,265,941",509%
589,Delaycarriage,Human Resources,"Provides recruitment services focused on technology, engineering, sales, marketing and executive positions.",2010,159,NC,Raleigh,"Raleigh-Cary, NC","$10,172,151","$3,694,395","$6,477,755",527%
590,Fatcoffle,Construction,"An architecture and design firm that builds customized public, commercial and residential projects in Oregon.",2011,28,OR,Portland,"Portland, OR","$9,274,105","$4,829,430","$4,444,675",165%
591,Charlesresearcher,Business Products & Services,"Offers meeting management and event technology services, having produced over 600 events in 40 countries in the last 15 years.",2011,44,WA,Vancouver,"Portland, OR","$7,156,172","$5,174,937","$1,981,235",405%
592,Adarabarr,Advertising & Marketing,Provides data powered lead generation for over 600 top B2B marketers using a database of millions of consumer purchase records.,2011,55,NY,New York,New York City,"$8,315,626","$1,791,180","$6,524,445",347%
593,Fowlwagger,Food & Beverage,"Produces artisan-made, handcrafted Italian salumi products using all natural ingredients and traditional methods and distributes them in the United States.",2013,38,UT,Salt Lake City,Salt Lake City,"$12,011,988","$3,177,854","$8,834,134",260%
594,Receivedhorn,Advertising & Marketing,"A digital marketing agency that focuses on extreme value creation for clients and partners. In special situations, it invests or co-invests in companies where digital marketing can change the business' growth curve.",2014,20,NC,Raleigh,"Raleigh-Cary, NC","$11,460,205","$5,078,322","$6,381,883",307%
595,Decoratorsdecipher,Construction,Specializes in full scale home renovations and remodeling such as kitchen and bath remodels and construction of additional rooms in northern Virginia.,2011,5,VA,Ashburn,"Washington, DC","$8,982,358","$3,820,511","$5,161,847",251%
596,Curlgadolinium,Media,A technology platform for live video streaming that offers limited free services and expanded pay services to allow users to easily broadcast and share live experiences in real time.,2009,177,CA,San Francisco,San Francisco,"$11,609,079","$6,045,030","$5,564,049",553%
597,Ima,Advertising & Marketing,Helps marketing and sales organizations optimize revenue impact by increasing the quality and effectiveness of their marketing database.,2013,115,MA,Waltham,Boston,"$11,521,257","$4,314,708","$7,206,549",427%
598,Semipermeability,Financial Services,Provides tailored banking and financial services to businesses and individuals in middle Tennessee.,2009,126,TN,Nashville,Nashville,"$8,928,801","$256,985","$8,671,816",318%
599,Hydrolytic,Business Products & Services,"Develops, owns and operates urban day conference centers in the United States. Business services include meeting and collaboration space rental, room service building catering and conference planning support.",2012,88,NY,New York,New York City,"$10,172,365","$5,976,989","$4,195,376",228%
600,Delusive,Real Estate,"A commercial real estate development and management company that focuses on the turnaround of under-performing, strategically-located real estate assets.",2014,10,NY,Watertown,"Watertown-Fort Drum, NY","$7,760,145","$3,252,916","$4,507,229",136%
601,Unconsoling,Software,"A developer-driven interactive production shop that engineers and executes websites, social media and mobile apps.",2012,457,MN,Minneapolis,Minneapolis,"$11,561,482","$1,735,277","$9,826,206",294%
602,Lipped,IT Services,"A federally-recognized Alaskan tribal-certified entity that provides network & systems engineering, program management and education services for both government and civilian entities.",2009,137,VA,Chantilly,"Washington, DC","$8,275,051","$2,682,894","$5,592,158",412%
603,Sweater,Health,"Provides healthcare information management, including IT services and electronic medical record consulting and support.",2014,403,OH,Westlake,Cleveland,"$9,127,416","$3,014,081","$6,113,335",346%
604,Interpaving,Health,"A freestanding emergency room system that provides space, equipment and physicians for full, round-the-clock emergency services in Texas and Colorado.",2009,837,TX,Lewisville,Dallas,"$11,765,508","$3,344,672","$8,420,836",351%
605,Chenopod,Real Estate,A 3rd party appraisal company that facilitates orders from mortgage companies and assigns them to appraisers on a rotating random panel to ensure objectivity.,2010,180,UT,West Jordan,Salt Lake City,"$8,699,080","$3,620,494","$5,078,585",470%
606,Epiphyll,Consumer Products & Services,"Designs and sells goods for the home from organic, sustainable materials, including bamboo viscose and organic cotton towels, sheets and bathrobes.",2002,10,CA,City of Industry,Los Angeles,"$8,284,587","$893,845","$7,390,742",324%
607,Age,Business Products & Services,"Owns websites that sell unique wire and cable, focusing on finding hard-to-get wire for customers who need it quickly and cannot get it locally.",2009,7,NY,Great Neck,New York City,"$12,386,572","$4,138,972","$8,247,600",427%
608,Hiding,Real Estate,Offers real estate brokerage and property management services for upscale residential properties in Hawaii.,2014,6,HI,Honolulu,"Honolulu, HI","$8,525,469","$4,431,489","$4,093,980",352%
609,Pyretic,Education,"Provides ertified refurbished computers and parts to school districts nationwide. It also sells document cameras, interactive whiteboard products and has a Cash for Clunkers program for districts to discard old, obsolete computer equipment.",2007,49,CA,Westlake Village,Los Angeles,"$9,633,734","$4,532,744","$5,100,990",377%
610,Clupeoid,Advertising & Marketing,"A Google Adwords premier SMB partner that provides search, social and digital display advertising with a focus on local digital advertising to small and midsize businesses.",2004,70,NY,Melville,New York City,"$8,340,094","$4,397,741","$3,942,353",311%
611,Beetleheaded,IT Services,"A platinum Oracle PartnerNetwork member specializing in the design, implementation and maintenance of IT systems across the globe.",2010,130,TX,Irving,Dallas,"$8,109,837","$4,971,120","$3,138,717",534%
612,Preworthy,Advertising & Marketing,Operates a proprietary platform that allows marketers to reach audiences based on the nuances of consumers' belief systems and values. It collects and uses consumer data to allow clients to build targeted online advertising campaigns.,2012,93,VA,Reston,"Washington, DC","$9,845,857","$4,895,202","$4,950,655",309%
613,Fraternal,Health,"Operates a network of nutritional supplement retail stores which creates programs using weight management, sports nutrition and healthy aging products for customers.",2012,65,NE,Omaha,"Omaha-Council Bluffs, NE-IA","$8,811,825","$4,665,587","$4,146,237",447%
614,Falbala,Retail,"A provider of cloud-based restaurant and specialty retail operating systems and mobile applications. Its services include POS intelligence, inventory management and employee scheduling.",2012,23,CT,Norwalk,"Bridgeport-Stamford-Norwalk, CT","$13,880,376","$6,266,037","$7,614,339",352%
615,Pomiculturist,Retail,"A factory direct distributor of mattresses, toppers and mattress protectors that uses non-solvent-based adhesives and soy bean plant-based foams to reduce its environmental footprint.",2010,5,CO,Littleton,Denver,"$6,040,353","$7,221,104","-$1,180,751",476%
616,Intermitted,Energy,"Helps create, optimize and maintain high-performing buildings by offering consulting and managed services in the areas of smart building technologies, energy & sustainability and integrated building design.",2012,40,DC,Washington,"Washington, DC","$6,459,796","$3,034,716","$3,425,081",414%
617,Nomarchy,Construction,"Provides siding installation and exterior finishing services to homeowners and residential builders. It specializes in installing vinyl siding and fiber cement siding, porch railings and vents.",2010,24,NC,Charlotte,Charlotte,"$14,102,177","$1,485,995","$12,616,183",364%
618,Turboprop,Retail,"An online retailer of health and wellness products that specializes in foot, leg and orthopedic care.",2010,42,MI,Rochester Hills,Detroit,"$10,665,972","$3,533,350","$7,132,621",565%
619,Parhelion,IT Services,Offers technology services to help businesses thrive in changing markets.,2012,23,VA,Sterling,"Washington, DC","$8,157,679","$7,451,573","$706,107",380%
620,Grammatical,Logistics & Transportation,Owns and operates two service businesses within the reverse logistics industry to address specific market niches such as Fortune 500/1000/2000 customers in the consumer package goods industry and customers in the electronics industry.,1999,300,PA,Reading,"Reading, PA","$10,090,617","$4,085,717","$6,004,900",241%
621,Protractile,IT Services,"An IT and engineering services firm that offers technical, engineering and management services to government agencies and prime government contractors.",1999,18,CO,Arvada,Denver,"$8,398,615","$3,834,886","$4,563,729",260%
622,Precincts,IT Services,Offers software consulting and development services to businesses all over the world through offshore and onsite services.,2012,205,IL,Schaumburg,Chicago,"$7,000,187","$1,394,333","$5,605,853",549%
623,Hookiest,IT Services,"Provides sales, marketing and operations training for managed services and technology services providers.",2005,40,CA,Bakersfield,"Bakersfield, CA","$4,691,133","$5,204,053","-$512,920",306%
624,Anarchical,Health,"Turns disparate data into actionable information using a cloud-based, scalable and customized population health management service.",2014,67,GA,Roswell,Atlanta,"$8,818,759","$4,385,105","$4,433,653",521%
625,Amphithalamus,IT Services,"An IT organization focused on delivering converged voice & data networks, private & public cloud services and managed services.",2009,16,FL,Boca Raton,Miami,"$9,354,655","$3,922,559","$5,432,096",426%
626,Ortonville,Human Resources,"A recruiting firm that specializes in direct hire, contract to hire and contract opportunities for Arizona technicians and HR specialists.",2009,11,AZ,Phoenix,Phoenix,"$13,472,152","$5,121,360","$8,350,792",450%
627,Silkiness,Consumer Products & Services,"A direct importer and distributor of all-natural stone flooring and wall tiles, pavers, poolcopings, mosaics and related accessories through its own distribution centers throughout the United States. Its main product lines are consist of travertine, limestone and marble.",2014,44,AZ,Phoenix,Phoenix,"$6,017,023","$5,742,811","$274,213",409%
628,Monotrichous,Software,"An enterprise SaaS company focused on the consumer goods industry. Its flagship software, BluePlanner, offers a sales planning, trade promotion management and analytics platform for consumer packaged goods manufacturers.",2011,12,NY,New York,New York City,"$7,203,337","$3,660,171","$3,543,166",316%
629,Strange,Education,"Offers swim lessons for babies from 2 months old with their parents through competitive swim teams in its custom-built, modern and family-friendly facilities.",2004,248,VA,Woodbridge,"Washington, DC","$10,651,954","$3,451,220","$7,200,734",311%
630,Overstridden,IT Services,A technology services enterprise that services a global client base with a special focus on retail customers.,2011,55,NJ,Trenton,"Trenton-Ewing, NJ","$9,121,713","$1,422,672","$7,699,041",643%
631,Zirconyl,Business Products & Services,"Delivers pricing expertise and technology to B2B companies by formulating customized, data-driven pricing models that improve internal processes and elevate internal pricing capabilities.",2012,40,OH,Cleveland,Cleveland,"$9,039,118","$6,796,984","$2,242,134",469%
632,Cyaneous,Construction,"Provides design and construction services, specializing in commercial construction and real estate development for companies and individual businesses.",2012,58,IL,Oakbrook Terrace,Chicago,"$7,914,722","$7,818,649","$96,073",368%
633,Implorer,Financial Services,Provides all types of loans to consumers for purchasing and refinancing homes.,2009,70,IL,Lombard,Chicago,"$9,321,475","$7,633,955","$1,687,520",406%
